movie_name,release_year,type,category,mood,ratings,poster_url
Die Hard,1988,Movie,English,High-Energy,google_user:89% | imdb:8.2 | rt:94%,https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_.jpg
Seven Samurai,1954,Movie,Japanese,High-Energy,google_user:93% | imdb:8.6 | rt:100%,https://m.media-amazon.com/images/M/MV5BZDg4MTYyYjktZGJiYy00ZGIwLWEzNTMtNTZkMjRhYTViMWE4XkEyXkFqcGc@._V1_.jpg
Metropolis,1927,Movie,Japanese,High-Energy,google_user:84% | imdb:8.2 | rt:97%,https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg
Unforgiven,1992,Movie,Japanese,High-Energy,google_user:81% | imdb:8.2 | rt:96%,https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
13 Assassins,2010,Movie,Japanese,High-Energy,google_user:82% | imdb:7.5 | rt:95%,https://m.media-amazon.com/images/M/MV5BODg3MTYwODY3MF5BMl5BanBnXkFtZTcwMDk2MzYwNQ@@._V1_FMjpg_UX1000_.jpg
Baby Assassins,2021,Movie,Japanese,High-Energy,google_user:76% | imdb:6.4 | rt:100%,https://m.media-amazon.com/images/M/MV5BOTVmMzBhMWQtZjQzNC00MTFjLTg3OWEtMDQ0NzUwZjNkYzMwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
12.12: The Day,2023,Movie,Korean,High-Energy,google_user:88% | imdb:8.2 | rt:98%,https://m.media-amazon.com/images/M/MV5BMTZmMTMyMDMtNDA2Mi00ZjU5LTljMjYtYjg3NmVmMDQ5NmQ2XkEyXkFqcGc@._V1_.jpg
The Man from Nowhere,2010,Movie,Korean,High-Energy,google_user:91% | imdb:7.7 | rt:100%,https://m.media-amazon.com/images/M/MV5BMTgzMTkxNjAxNV5BMl5BanBnXkFtZTgwMDU3MDE0MjE@._V1_.jpg
Okja,2017,Movie,Korean,High-Energy,google_user:84% | imdb:7.3 | rt:87%,https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_FMjpg_UX1000_.jpg
Once Upon a Time in High School,2004,Movie,Korean,High-Energy,google_user:89% | imdb:7.4 | rt:79%,https://m.media-amazon.com/images/M/MV5BMjAxMzY4MjU2Ml5BMl5BanBnXkFtZTgwNjY5OTQ2MzE@._V1_.jpg
RRR,2022,Movie,Indian,High-Energy,google_user:89% | imdb:7.8 | rt:96%,https://upload.wikimedia.org/wikipedia/en/d/d7/RRR_Poster.jpg
Baahubali 2: The Conclusion,2017,Movie,Indian,High-Energy,google_user:77% | imdb:8.2 | rt:88%,https://upload.wikimedia.org/wikipedia/en/9/93/Baahubali_2_The_Conclusion_poster.jpg
Baby,2015,Movie,Indian,High-Energy,google_user:83% | imdb:7.9 | rt:75%,https://m.media-amazon.com/images/M/MV5BYjVlNzAzY2MtMzI2Ni00YWEwLTliZDYtMjZiNTEyMGUxNDQ2XkEyXkFqcGc@._V1_.jpg
Jawan,2023,Movie,Indian,High-Energy,google_user:78% | imdb:6.9 | rt:89%,https://m.media-amazon.com/images/M/MV5BMGExNGI1NDktOWI2Mi00NDM3LWIxMmQtNTQxYTgzMzI0MTA1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Uri: The Surgical Strike,2019,Movie,Indian,High-Energy,google_user:89% | imdb:8.2 | rt:57%,https://m.media-amazon.com/images/M/MV5BMTMyODQxODktZTgzZC00YTQ0LWJjZWYtZTgzOTI5MmI3NGViXkEyXkFqcGc@._V1_.jpg
High School Fleet the Movie,2020,Movie,Anime,High-Energy,google_user:95% | imdb:8.0,https://m.media-amazon.com/images/M/MV5BMDNjNTRlODMtNDZhMC00YTJiLWFhZGUtN2ExMTkwNjAzOTBkXkEyXkFqcGc@._V1_.jpg
No Game No Life: Zero,2017,Movie,Anime,High-Energy,google_user:84% | imdb:7.3 | rt:79%,https://m.media-amazon.com/images/M/MV5BMTRhOTU3NmEtMzg4My00YmM0LWE5NWEtYjM5NDJlNDc1MGE1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Golgo 13: The Professional,1983,Movie,Anime,High-Energy,google_user:81% | imdb:6.8,https://m.media-amazon.com/images/M/MV5BYmQyZDMzMGQtY2UzMC00NDhlLTk4YTItMzIxOWE5NjI1ZTA2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Inception,2010,Movie,English,Mind-Expanding,google_user:87% | imdb:8.8 | rt:87%,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_FMjpg_UX1000_.jpg
Back to the Future,1985,Movie,English,Mind-Expanding,google_user:93% | imdb:8.5 | rt:92%,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Back_to_the_Future.jpg/250px-Back_to_the_Future.jpg
The Matrix,1999,Movie,English,Mind-Expanding,google_user:89% | imdb:8.7 | rt:83%,https://m.media-amazon.com/images/M/MV5BN2NmN2VhMTQtMDNiOS00NDlhLTliMjgtODE2ZTY0ODQyNDRhXkEyXkFqcGc@._V1_.jpg
2001: A Space Odyssey,1968,Movie,English,Mind-Expanding,google_user:84% | imdb:8.3 | rt:90%,https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Interstellar,2014,Movie,English,Mind-Expanding,google_user:92% | imdb:8.7 | rt:73%,https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_.jpg
Godzilla Minus One,2023,Movie,Japanese,Mind-Expanding,google_user:90% | imdb:7.7 | rt:99%,https://m.media-amazon.com/images/M/MV5BY2MzOWZlYmYtM2NiOC00YWE5LWExYjUtODRmY2U2OGJmMzY0XkEyXkFqcGc@._V1_.jpg
The Face of Another,1966,Movie,Japanese,Mind-Expanding,google_user:92% | imdb:7.8 | rt:86%,https://m.media-amazon.com/images/M/MV5BYmJkNDgyZjAtMzFkMS00ZWI0LWFkOWQtYjliMTRkZThkZWMzXkEyXkFqcGc@._V1_.jpg
Akira,1988,Movie,Japanese,Mind-Expanding,google_user:92% | imdb:8.0 | rt:91%,https://m.media-amazon.com/images/M/MV5BYWUxMGRhZDQtMTBmMi00N2IxLWE5NmYtMDMyMWExODAwNWYzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Mysterians,1957,Movie,Japanese,Mind-Expanding,google_user:89% | imdb:6.1 | rt:52%,https://m.media-amazon.com/images/M/MV5BY2Q4YzljNmItZTcyYy00OWNiLWE4YTItMDIxY2RiZjAwNzY0XkEyXkFqcGc@._V1_.jpg
Save the Green Planet!,2003,Movie,Korean,Mind-Expanding,google_user:84% | imdb:7.1 | rt:88%,https://m.media-amazon.com/images/M/MV5BMTc3Nzk4MjM2OF5BMl5BanBnXkFtZTgwNDg4NzgwMzE@._V1_.jpg
Alienoid,2022,Movie,Korean,Mind-Expanding,google_user:78% | imdb:6.3 | rt:87%,https://m.media-amazon.com/images/M/MV5BZjYwZjJlNGQtYTcwNS00Nzk0LWI3YzEtNGEyYzQ5YmZkNGU0XkEyXkFqcGc@._V1_.jpg
SORI: Voice from the Heart,2016,Movie,Korean,Mind-Expanding,google_user:91% | imdb:6.6 | rt:60%,https://m.media-amazon.com/images/M/MV5BMDUwYjZlZTQtZTdlOS00YTIyLWIwNzMtY2FhN2ZmYzJhOTA1XkEyXkFqcGc@._V1_.jpg
Young Gun in the Time,2012,Movie,Korean,Mind-Expanding,google_user:75% | imdb:7.4,https://m.media-amazon.com/images/M/MV5BZDBiYTY4YjQtMDMxMi00MzBjLTk2ZGEtNjk0NzY5MDgxMDNhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
2009: Lost Memories,2002,Movie,Korean,Mind-Expanding,google_user:83% | imdb:6.1 | rt:43%,https://m.media-amazon.com/images/M/MV5BNjY0M2RlYWUtYjkyZi00MzU4LTk3NWEtYjM0ZDIzYjM4Mzk3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Maanaadu,2021,Movie,Indian,Mind-Expanding,google_user:89% | imdb:8.1 | rt:96%,https://m.media-amazon.com/images/M/MV5BZDJiZWVjNDUtNjJmYS00ZGQ1LWExMjUtMjg4ZTI0MDZiNTBjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
24,2016,Movie,Indian,Mind-Expanding,google_user:84% | imdb:7.9 | rt:88%,https://m.media-amazon.com/images/M/MV5BYzg2YTY0MjctMDkwYS00YWZhLWE5ZGYtNDBhZWI3NWY0NDlmXkEyXkFqcGc@._V1_.jpg
Enthiran,2010,Movie,Indian,Mind-Expanding,google_user:77% | imdb:7.2 | rt:83%,https://upload.wikimedia.org/wikipedia/en/0/0f/Enthiran_poster.jpg
Kalki 2898 AD,2024,Movie,Indian,Mind-Expanding,google_user:80% | imdb:7.0 | rt:77%,https://m.media-amazon.com/images/M/MV5BMTM3ZGUwYTEtZTI5NS00ZmMyLTk2YmQtMWU4YjlhZTI3NjRjXkEyXkFqcGc@._V1_.jpg
Koi... Mil Gaya,2003,Movie,Indian,Mind-Expanding,google_user:83% | imdb:7.2 | rt:80%,https://m.media-amazon.com/images/M/MV5BMjkwM2IyZmUtNjdmZi00MWY5LWFiZWYtM2E0NmU3ZjQ4OWUyXkEyXkFqcGc@._V1_.jpg
Millennium Actress,2001,Movie,Anime,Mind-Expanding,google_user:93% | imdb:7.8 | rt:93%,https://m.media-amazon.com/images/M/MV5BZjcwZDFlMTgtN2Q1Ny00MTgxLTk5OGItNTllMDg3MjE0NjZlXkEyXkFqcGc@._V1_.jpg
Maquia: When the Promised Flower Blooms,2018,Movie,Anime,Mind-Expanding,google_user:78% | imdb:7.4 | rt:100%,https://m.media-amazon.com/images/M/MV5BNjY5YWZhMzItMDA1OS00NjllLTgxOWUtZWU3YTQwOTE3ZThhXkEyXkFqcGc@._V1_.jpg
Angel’s Egg,1985,Movie,Anime,Mind-Expanding,google_user:90% | imdb:7.5 | rt:100%,https://m.media-amazon.com/images/M/MV5BYmU1ZDEyNzEtMWYyZi00OTc2LTgxMmEtZWU3YzMxNTUwM2YzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Mind Game,2004,Movie,Anime,Mind-Expanding,google_user:72% | imdb:7.7 | rt:100%,https://m.media-amazon.com/images/M/MV5BMTc2NjI5MmYtMjBkZC00ZWRhLTg4YmItMTI2Mjk0N2JjNTIxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Hello World,2019,Movie,Anime,Mind-Expanding,google_user:89% | imdb:6.7 | rt:83%,https://m.media-amazon.com/images/M/MV5BYWJkNGIzMmQtZDY4Ni00OTdmLWExNjUtMTM1OWU4MGRhNDM5XkEyXkFqcGc@._V1_.jpg
Simon Birch,1998,Movie,English,Fun,tmdb:6.7,https://image.tmdb.org/t/p/w500/vRJcV9l3tLFoUWZel9RikS3nfJ6.jpg
Something Borrowed,2011,Movie,English,Fun,tmdb:6.3,https://image.tmdb.org/t/p/w500/ePBBKnOkxsK2Ijdnt5EN7sHSSWO.jpg
Sui Dhaaga - Made in India,2018,Movie,Indian,Fun,tmdb:7.1,https://image.tmdb.org/t/p/w500/dit1yb4Z5WBtCFqn7Bl3oN8l7A1.jpg
The Red Balloon,1956,Movie,English,Fun,tmdb:7.7,https://image.tmdb.org/t/p/w500/3XrEggEOEnKGi8hTOau44vcvbmV.jpg
Return of the Hero,2018,Movie,English,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/5UsjIbxJWRiSAfdeC4AhlJEFtRm.jpg
Mithya,2008,Movie,Indian,Fun,tmdb:6.3,https://image.tmdb.org/t/p/w500/vISVPrVsNwXyYiUIb2gqV1asoXA.jpg
License to Wed,2007,Movie,English,Fun,tmdb:5.7,https://image.tmdb.org/t/p/w500/mXNMHCceDH8g8Rhzz3nmYvCvjYO.jpg
Coolie,1983,Movie,Indian,Fun,tmdb:6.4,https://image.tmdb.org/t/p/w500/50cWN4GsN7OBp9kOYRHz3eBFKgG.jpg
The Bear,1988,Movie,English,Fun,tmdb:7.0,https://image.tmdb.org/t/p/w500/sqbfaoSFQ2l5c1kkxal4NeOrvX9.jpg
PAW Patrol: The Movie,2021,Movie,English,Fun,tmdb:7.4,https://image.tmdb.org/t/p/w500/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg
My Little Devil,1999,Movie,Indian,Fun,tmdb:5.0,https://image.tmdb.org/t/p/w500/4s9S5LOdVim3TXqUP7sEJURdnft.jpg
22 Jump Street,2014,Movie,English,Fun,tmdb:6.8,https://image.tmdb.org/t/p/w500/850chzYHYbT3IISl6Q7dbBuFP2B.jpg
Our Struggle,1951,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/xJXltf7wSjqlMQhS0gknTnnLHHE.jpg
The Hitman's Bodyguard,2017,Movie,English,Fun,tmdb:6.9,https://image.tmdb.org/t/p/w500/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg
The Half of It,2020,Movie,English,Fun,tmdb:7.1,https://image.tmdb.org/t/p/w500/jC1PNXGET1ZZQyrJvdFhPfXdPP1.jpg
Dragon Ball Z: Dead Zone,1989,Movie,Anime,Fun,tmdb:6.7,https://image.tmdb.org/t/p/w500/ywtyEDTM2YO7qod7USNNwhrAfvA.jpg
Road to Ninja: Naruto the Movie,2012,Movie,Anime,Fun,tmdb:7.6,https://image.tmdb.org/t/p/w500/xLal6fXNtiJN6Zw6qk21xAtdOeN.jpg
Can't Buy Me Love,1987,Movie,English,Fun,tmdb:7.0,https://image.tmdb.org/t/p/w500/uHCkUHe63HUkWPmUmJ0kPmOQchJ.jpg
Batman Ninja,2018,Movie,Anime,Fun,tmdb:5.8,https://image.tmdb.org/t/p/w500/5xSB0Npkc9Fd9kahKBsq9P4Cdzp.jpg
La Belle Époque,2019,Movie,English,Fun,tmdb:7.4,https://image.tmdb.org/t/p/w500/eHojoVxYRyqGABgoiTYyfkYqTra.jpg
The Salvation,2014,Movie,English,Fun,tmdb:6.4,https://image.tmdb.org/t/p/w500/xQsv3OI8UT6s9Rn3C0WxO24bnEx.jpg
The Joneses,2010,Movie,English,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/k2oWuzmnDaszX2Xn04SSB0mF41B.jpg
Neon Genesis Evangelion: The End of Evangelion,1997,Movie,Anime,Fun,tmdb:8.4,https://image.tmdb.org/t/p/w500/njusQPChH9k5v7fArevjGDFFjr0.jpg
Tie Me Up! Tie Me Down!,1990,Movie,English,Fun,tmdb:6.9,https://image.tmdb.org/t/p/w500/8gwMbLfOazehKF8xxdfYZR18bH3.jpg
Us Again,2021,Movie,English,Fun,tmdb:7.9,https://image.tmdb.org/t/p/w500/zKnenwvQB6xA4mxc8zxL2S8qVbR.jpg
The Little Shop of Horrors,1960,Movie,English,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/8wukZauAXzmtG5uIsJwk4TO1yvo.jpg
Alien Abduction,2014,Movie,English,Fun,tmdb:5.8,https://image.tmdb.org/t/p/w500/pe9mSStpQC2doKtYY3VDJdBEBHr.jpg
Do Bachche Dus Haath,1972,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/v5nCEKRsZYANXwQWXD5Hj2mzRMy.jpg
Roald Dahl's The Witches,2020,Movie,English,Fun,tmdb:6.4,https://image.tmdb.org/t/p/w500/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg
Night of the Demons,1988,Movie,English,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/gPLs4LRu85CBir22j57lXoWAawm.jpg
The Paris Metro - Nostalgic Flâneur,2020,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/jxG0Hg0FqFN8x3lqoKR7LYuhNNL.jpg
Sunshine Cleaning,2008,Movie,English,Fun,tmdb:6.6,https://image.tmdb.org/t/p/w500/zpS6aIqBTGLKvpFshmSuegv5JDt.jpg
Hum Saath Saath Hain,1999,Movie,Indian,Fun,tmdb:6.0,https://image.tmdb.org/t/p/w500/lEAEzpAfSyBZc5sw1NBnWr5TeZU.jpg
Toy Story of Terror!,2013,Movie,English,Fun,tmdb:7.2,https://image.tmdb.org/t/p/w500/oPBEnNP4Fg4gv9c0KBhchmtoG4H.jpg
Mamta,1966,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/kGHRk8iKg1YaERR5F2nMoCHx3UI.jpg
Neighbours: Part 2,2013,Movie,Indian,Fun,tmdb:10.0,
Lootmaar,1980,Movie,Indian,Fun,tmdb:5.0,https://image.tmdb.org/t/p/w500/xbpNvCc8LYZJrcTdUnhOAt4uWyV.jpg
The Polka King,2017,Movie,English,Fun,tmdb:5.5,https://image.tmdb.org/t/p/w500/wJXC652ZGCnpDSn94kcucdplKYC.jpg
Fly Away Home,1996,Movie,English,Fun,tmdb:6.9,https://image.tmdb.org/t/p/w500/obcQJkZB2OsRxd5GWIcQ5Qjv4YW.jpg
Louis C.K. 2017,2017,Movie,English,Fun,tmdb:7.3,https://image.tmdb.org/t/p/w500/RlENlbNxrqsWfdEDCSXGWWvWTd.jpg
Yao,2019,Movie,English,Fun,tmdb:6.5,https://image.tmdb.org/t/p/w500/h57d4pTIN4sWhbKz1mcIkW4PPmp.jpg
Wilson,2017,Movie,English,Fun,tmdb:6.0,https://image.tmdb.org/t/p/w500/m63h5MxevYrKn3720hVgKZAx86S.jpg
Maazii,2013,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/zUsIl1OrFlVnghqRqmZPpUhVAUK.jpg
The Pink Pyjama Girl,2010,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/vBdWc54KRRxfzDcASNBzJZWlG5V.jpg
Misfit,2021,Movie,English,Fun,tmdb:8.1,https://image.tmdb.org/t/p/w500/yDwDiovi6qLcluB4EI3bJp1zOwa.jpg
Dial 100,1982,Movie,Indian,Fun,tmdb:0.0,
Invisible Life,2019,Movie,English,Fun,tmdb:7.9,https://image.tmdb.org/t/p/w500/dHmy5vHcEfeBfy72sWxAdeSBLmn.jpg
Night at the Museum: Battle of the Smithsonian,2009,Movie,English,Fun,tmdb:6.1,https://image.tmdb.org/t/p/w500/l9yAQn6TyrA3gv5xZZkiMMoZsiw.jpg
Jumpin' Jack Flash,1986,Movie,English,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/znVUM7RUBwQ16Q9lTmuMpaWJ7so.jpg
Amsterdam,2022,Movie,English,Fun,tmdb:6.1,https://image.tmdb.org/t/p/w500/6sJcVzGCwrDCBMV0DU6eRzA2UxM.jpg
The Specials,2019,Movie,English,Fun,tmdb:7.9,https://image.tmdb.org/t/p/w500/zJziqrnSOzKiV0TrNVZ3AS0NMKI.jpg
The Wannabes,2022,Movie,English,Fun,tmdb:6.3,https://image.tmdb.org/t/p/w500/7MdTly7XxHhSgnlHuJcqzrj7Uso.jpg
Big Nothing,2006,Movie,English,Fun,tmdb:6.4,https://image.tmdb.org/t/p/w500/nBqD9k5UECzHRwuc0Gt9SgkI1YN.jpg
Mehboob Ki Mehndi,1971,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/tFTsBlBh5TVel0qeOaPXxnH3dme.jpg
Chocolate,2008,Movie,English,Fun,tmdb:7.3,https://image.tmdb.org/t/p/w500/g8CBVNFdJOGINQW2KuOvl5NAPS5.jpg
Turner & Hooch,1989,Movie,English,Fun,tmdb:6.4,https://image.tmdb.org/t/p/w500/g3LC4mc17fQIFnPsMi81zzKC5gF.jpg
A Charlie Brown Christmas,1965,Movie,English,Fun,tmdb:7.7,https://image.tmdb.org/t/p/w500/vtaufTzJBMJAeziQA1eP4BLU24C.jpg
Pride & Prejudice,2005,Movie,English,Fun,tmdb:8.1,https://image.tmdb.org/t/p/w500/sGjIvtVvTlWnia2zfJfHz81pZ9Q.jpg
Christmas with the Kranks,2004,Movie,English,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/q866vL3KhAjbkZH1enT7AoxmRHx.jpg
Nim's Island,2008,Movie,English,Fun,tmdb:5.9,https://image.tmdb.org/t/p/w500/vhNoXDpc7T5OdmAuu8DMHLB39uo.jpg
Aafat-e-Ishq,2021,Movie,Indian,Fun,tmdb:4.0,https://image.tmdb.org/t/p/w500/3wN4B6UBUiVyofmOFVwdgeVk38L.jpg
Aaina,1993,Movie,Indian,Fun,tmdb:8.0,https://image.tmdb.org/t/p/w500/kcgOiH62WYfncswkBvvJKGUlwnt.jpg
Reno 911!: Miami,2007,Movie,English,Fun,tmdb:5.8,https://image.tmdb.org/t/p/w500/l9v3nqTU4Gj2zuASGDLJX4YD8ma.jpg
The Prince of Tides,1991,Movie,English,Fun,tmdb:6.6,https://image.tmdb.org/t/p/w500/9XnfC64QRUp5HYPtSVasi7L9NGk.jpg
Nazar Andaaz,2022,Movie,Indian,Fun,tmdb:5.5,https://image.tmdb.org/t/p/w500/lRu6wDtD6t0qgY1w5eiWrSSoOhx.jpg
Sword of the Stranger,2007,Movie,Anime,Fun,tmdb:7.6,https://image.tmdb.org/t/p/w500/lMsUYZq5ITW3rAqF3tB7v74KEnH.jpg
Animal House,1978,Movie,English,Fun,tmdb:7.0,https://image.tmdb.org/t/p/w500/1iYG1mu8dPIXPzUBZF4OE1KUMMl.jpg
The Secret Life of Pets,2016,Movie,English,Fun,tmdb:6.3,https://image.tmdb.org/t/p/w500/g3Hms6AE174doeGR1gz5zX5sVsv.jpg
Drishyam 2,2022,Movie,Indian,Fun,tmdb:8.0,https://image.tmdb.org/t/p/w500/wk8Vu0DI0MiNLaXXiVqAwjLRKL5.jpg
Aradhana,1969,Movie,Indian,Fun,tmdb:7.0,https://image.tmdb.org/t/p/w500/92cbGcrhCpL9rwnCtklWCc4INHv.jpg
Flavors of Youth,2018,Movie,English,Fun,tmdb:6.9,https://image.tmdb.org/t/p/w500/ueHeH5ergeHx27L4SCI9qlmwczA.jpg
Prem Yog,1994,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/s7dsvU8Kd6HG9qH8Nfpprh7HOxO.jpg
Dolly Ki Doli,2015,Movie,Indian,Fun,tmdb:5.4,https://image.tmdb.org/t/p/w500/8xn2K7FAa8JI8sXITW5M92b6u1Y.jpg
Jis Desh Mein Ganga Rehta Hai,2000,Movie,Indian,Fun,tmdb:5.9,https://image.tmdb.org/t/p/w500/78wfFCpK6MMY5kSIKp3gEkPiRxP.jpg
The Player,1992,Movie,English,Fun,tmdb:7.2,https://image.tmdb.org/t/p/w500/p4ys4a4yASjKuWzsNWY1B7xP5kZ.jpg
The SpongeBob SquarePants Movie,2004,Movie,English,Fun,tmdb:7.0,https://image.tmdb.org/t/p/w500/1rvzKV1d18EbDVaEd4VDzK3cgnY.jpg
The Karate Kid,1984,Movie,English,Fun,tmdb:7.2,https://image.tmdb.org/t/p/w500/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg
Sunglass,2013,Movie,Indian,Fun,tmdb:0.0,https://image.tmdb.org/t/p/w500/8NaJKWpyBQETP7rTCyjmoUQkHOw.jpg
Boys and Girls,2000,Movie,English,Fun,tmdb:6.0,https://image.tmdb.org/t/p/w500/9zmvYVgcdoXPZQE44gN7nKHScD4.jpg
Pratikar,1991,Movie,Indian,Fun,tmdb:1.0,https://image.tmdb.org/t/p/w500/4wlKkqag440TftkyPMZTMkWC6cZ.jpg
Ramprasad Ki Tehrvi,2019,Movie,Indian,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/foD9NR46mToBj08POJ3ug41gBuI.jpg
A Prairie Home Companion,2006,Movie,English,Fun,tmdb:6.3,https://image.tmdb.org/t/p/w500/asMi90blB9dYIpeW1qEVDfiNEa.jpg
Kautuk Srivastava : Anatomy Of Awkward,2018,Movie,Indian,Fun,tmdb:8.0,https://image.tmdb.org/t/p/w500/zHN69S4AWzffrnFMYukpFlEwWeV.jpg
Alvin and the Chipmunks: The Road Chip,2015,Movie,English,Fun,tmdb:6.0,https://image.tmdb.org/t/p/w500/aQhFoqby8UYq4uGQXOtV7P8JLBl.jpg
SLC Punk,1998,Movie,English,Fun,tmdb:7.1,https://image.tmdb.org/t/p/w500/7u3IZPuIOPjICi55K7cJgzV3e3B.jpg
Vanity Fair,2004,Movie,English,Fun,tmdb:5.8,https://image.tmdb.org/t/p/w500/6GCjrrd1XIl8VSwjKo8c94LTwtd.jpg
Johar-Mehmood in Goa,1965,Movie,Indian,Fun,tmdb:8.0,
Nehlle Pe Dehlla,2007,Movie,Indian,Fun,tmdb:5.8,https://image.tmdb.org/t/p/w500/5ehrVp649NSVUmXoUjPc2ZolzdS.jpg
Justice League: War,2014,Movie,English,Fun,tmdb:7.5,https://image.tmdb.org/t/p/w500/pdNprWYdgcB8z4FLD3BhRmhEys1.jpg
Mausam,1975,Movie,Indian,Fun,tmdb:4.0,https://image.tmdb.org/t/p/w500/ABB6QVLVDgC86aAyERAMTcYvM9.jpg
Phillauri,2017,Movie,Indian,Fun,tmdb:6.3,https://image.tmdb.org/t/p/w500/wEls8ZZs5lm9rzQnXZJKqYgygVK.jpg
The Prom,2020,Movie,English,Fun,tmdb:6.2,https://image.tmdb.org/t/p/w500/i7An8UravfzqaU7SuumaWEVRqVU.jpg
Goon,2012,Movie,English,Fun,tmdb:6.4,https://image.tmdb.org/t/p/w500/czTnUvy1jrfbzzDbX0xny4pozAQ.jpg
Alice,1988,Movie,English,Fun,tmdb:7.4,https://image.tmdb.org/t/p/w500/3EcTuXjJT6PnAcJDJYI4WbiupCV.jpg
Louis C.K.: Hilarious,2010,Movie,English,Fun,tmdb:7.9,https://image.tmdb.org/t/p/w500/8mJMrrT4tkfZLMFvKQ0Hq6jlXbp.jpg
Rang Birangi,1983,Movie,Indian,Fun,tmdb:5.2,https://image.tmdb.org/t/p/w500/rQCblOlhls54iwELMMkhI5cuIu3.jpg
Double XL,2022,Movie,Indian,Fun,tmdb:5.0,https://image.tmdb.org/t/p/w500/n5pOwxgBj5M67FpiFLwOxSbJiVI.jpg
Spider-Man: Into the Spider-Verse,2018,Movie,English,Fun,tmdb:8.4,https://image.tmdb.org/t/p/w500/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg
Prem Kahani,1975,Movie,Indian,Calm,tmdb:0.0,https://image.tmdb.org/t/p/w500/kchSj1fcIpHQKNmIlK3AmikDtbu.jpg
The Next Three Days,2010,Movie,English,Calm,tmdb:7.1,https://image.tmdb.org/t/p/w500/wBaRZ3aHa7qoYTSY0ONbXrXYk4B.jpg
Ek Tha Raja,1996,Movie,Indian,Calm,tmdb:7.5,https://image.tmdb.org/t/p/w500/lCQddeuBl0FMjxo8AGUEW3AIBKa.jpg
Kisna,2005,Movie,Indian,Calm,tmdb:7.4,https://image.tmdb.org/t/p/w500/b4homgKuE49RXW5d3aUW1C5bRtJ.jpg
Ram Avtar,1988,Movie,Indian,Calm,tmdb:2.5,https://image.tmdb.org/t/p/w500/t1F3Ig5EE1fe7Y2heox8d9708up.jpg
Just Cause,1995,Movie,English,Calm,tmdb:6.2,https://image.tmdb.org/t/p/w500/z8WqDIUC00TPX6U24ah0C7IMEKf.jpg
